danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.658,,-2.814,0.0357,0.0478,0.0,0.12,0.708,93.979,latin
0.839,,-6.124,0.181,0.418,,0.0923,0.727,139.952,latin
0.795,0.715,-3.582,0.0838,0.141,2.12e-06,0.179,,165.941,latin
0.774,0.71,-4.696,0.0329,0.226,2.43e-06,0.145,0.563,93.022,latin
0.754,0.646,-5.795,0.317,0.152,1.85e-05,0.108,,,latin
0.729,,-3.208,0.0422,0.223,0.0,,,92.025,latin
0.817,0.665,-6.224,0.0758,0.0549,0.0,0.103,0.662,104.957,latin
0.728,0.611,-3.614,0.0922,0.183,0.154,0.124,0.526,180.014,latin
0.735,0.712,-5.119,0.0326,0.732,0.0,0.302,0.894,131.938,latin
0.635,0.661,-6.425,0.364,0.102,0.0,0.336,0.858,,latin
,0.644,-4.124,0.132,0.0934,4.54e-06,0.143,0.554,174.1,latin
0.864,0.869,-2.963,0.139,0.146,,,,,latin
0.738,0.748,-4.902,0.0453,0.182,0.0,0.11,0.896,94.949,latin
0.747,0.825,-2.903,,0.0487,,0.107,0.866,94.006,latin
0.78,0.759,-3.292,0.225,0.462,0.000868,0.143,0.579,91.952,latin
0.718,0.695,,0.194,0.609,0.0,0.131,0.692,177.909,latin
0.725,,-2.331,0.197,0.0711,,0.0602,0.763,175.988,latin
0.734,0.836,-4.803,0.0735,0.017,1.64e-05,0.179,0.623,80.002,latin
0.772,,-5.107,0.124,0.132,0.0,0.0862,0.895,169.934,latin
0.639,0.791,-4.443,0.253,0.0275,0.0,0.362,0.939,92.603,latin
0.81,,-2.3,0.0694,0.0478,0.0,0.0678,0.689,96.029,latin
0.731,0.832,,,0.273,0.0,0.0665,0.94,,latin
0.777,0.712,-4.84,0.277,0.217,0.0,0.091,0.68,95.692,latin
0.795,0.783,,0.0432,0.361,0.0,0.437,0.8,92.016,latin
0.552,,-3.824,0.297,0.311,0.0,0.119,0.586,183.785,latin
0.691,0.773,-3.812,0.0355,0.236,0.0,0.329,,92.992,latin
0.814,,-2.885,0.0589,0.116,,0.0736,,98.048,latin
0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,,latin
0.673,,,0.0561,0.241,4.51e-05,0.0813,0.797,175.997,latin
0.837,0.791,-3.157,0.0773,0.252,,,0.618,91.98,latin
,0.382,-6.808,0.0514,0.148,0.0,0.104,0.535,94.931,latin
0.826,0.773,,,,0.0,0.143,,126.899,latin
0.857,,-4.152,0.0984,0.391,1.2e-06,0.0842,0.553,95.982,latin
0.853,0.766,-3.527,0.0401,0.0247,3.4e-06,0.272,0.835,96.01,latin
,0.883,-3.862,0.103,0.284,0.0,0.14,0.834,101.983,latin
0.834,0.808,,0.0542,0.0569,0.00052,0.222,,,latin
0.758,,-5.579,0.0852,0.463,1.8e-06,0.113,0.575,,latin
0.691,,-1.681,0.115,0.291,,,0.623,184.019,latin
0.681,0.648,-5.021,0.38,0.524,0.0,0.104,0.687,172.019,latin
,,,0.0335,0.69,,0.636,0.691,87.883,latin
0.649,0.502,-4.368,0.0437,0.286,0.0,0.166,0.695,87.0,latin
0.765,0.906,,0.0965,0.125,0.0,0.423,0.95,96.071,latin
0.819,,-7.009,0.318,0.225,,0.138,0.622,,latin
0.442,0.445,-4.071,0.0381,0.653,0.0,0.118,0.423,,latin
0.733,0.782,-4.788,0.0386,0.156,,0.286,0.634,93.021,latin
0.757,0.832,-3.674,0.229,0.127,0.0,0.167,0.53,180.05,latin
0.785,,-7.504,0.123,0.0598,0.0,0.218,0.49,,latin
0.727,0.482,,,0.933,0.0,0.388,,74.93,latin
0.862,,,0.276,0.232,0.0,0.657,,76.992,latin
0.809,0.676,-5.375,0.13,0.0306,0.0,0.0954,0.807,94.004,latin
0.8,0.74,-4.52,0.0479,0.184,0.0,0.0558,,90.035,latin
0.826,0.713,-4.017,0.129,0.0748,0.0,0.331,0.75,102.071,latin
,0.776,-3.075,0.2,0.0746,0.0,0.123,0.483,182.136,latin
0.786,0.787,,0.037,0.322,0.0,0.124,0.479,,latin
0.772,0.683,-2.867,0.107,0.0533,0.0,0.0936,,168.04,latin
0.76,,-5.048,0.433,0.233,0.0,0.0905,0.625,188.009,latin
0.708,,-3.02,0.093,0.0105,8.51e-06,0.0462,0.71,188.124,latin
0.766,0.721,,0.0738,0.0527,0.0,0.128,0.81,92.001,latin
0.817,0.672,-5.612,0.299,0.441,0.0,0.13,,93.999,latin
0.704,0.643,-4.705,0.0903,0.00807,0.0,,0.806,176.038,latin
0.688,0.62,-8.029,0.22,0.753,5.27e-06,0.158,0.727,,latin
0.807,0.803,-4.156,0.126,0.602,,0.136,0.706,91.987,latin
0.774,0.774,,0.0516,0.233,,0.138,0.489,,latin
,,-7.14,,0.0156,,0.124,,94.052,latin
,0.771,-4.598,0.166,0.146,3.29e-06,0.249,,174.006,latin
0.788,0.771,-3.206,0.0563,0.291,5.62e-05,0.172,0.701,,latin
0.618,0.743,-2.576,0.141,0.657,5.95e-06,0.143,0.589,180.021,latin
0.747,0.74,-4.325,0.191,0.0165,9.94e-05,0.101,,176.059,latin
,0.772,-3.291,0.162,0.262,0.0,,0.867,183.957,latin
0.764,0.752,-3.713,0.0711,0.18,0.0,0.0701,0.698,100.066,latin
0.61,0.624,-4.773,0.309,0.6,2.12e-06,0.243,0.244,176.169,latin
0.729,0.616,,0.249,0.458,0.0,0.082,,106.486,latin
0.541,0.468,-4.039,0.362,0.404,,0.358,0.69,95.266,latin
0.724,0.791,-5.411,0.169,0.0441,6.55e-06,0.239,,176.011,latin
0.592,0.896,-5.406,0.0818,0.0347,0.0,0.312,0.781,125.988,latin
0.576,,-5.034,0.0419,0.0159,0.0,0.0972,0.411,100.019,latin
0.614,,-4.265,0.0386,0.0419,,0.367,0.743,106.01,latin
0.731,,-3.619,0.0624,0.398,0.0,0.0965,0.878,103.958,latin
0.772,,-4.651,,0.342,0.0,0.175,0.7,102.004,latin
0.513,0.903,-6.735,0.163,0.269,0.0,0.147,,93.513,latin
0.794,0.882,-5.589,0.0361,0.114,,0.062,,117.009,latin
0.724,0.765,,0.0383,0.0555,0.0,,,120.011,latin
0.834,,,0.0372,0.532,0.0,0.128,0.877,120.008,latin
0.702,,-8.111,,0.241,0.0,0.117,0.7,94.999,latin
0.84,0.83,,0.0374,0.0486,5.28e-06,0.071,0.766,115.041,latin
0.676,0.91,-5.096,0.132,0.257,0.0,0.153,0.716,,latin
0.794,0.83,-6.285,0.138,0.267,0.0,0.731,0.763,96.007,latin
0.661,0.727,,0.222,0.137,0.0,0.0927,0.597,188.085,latin
0.79,0.764,-5.043,,0.407,0.0,0.0961,0.905,,latin
0.745,0.924,-3.898,0.0355,0.201,5.01e-05,0.121,0.909,103.033,latin
0.701,0.836,-5.35,0.0284,0.226,2.76e-06,0.293,0.76,,latin
0.709,,-5.782,0.058,0.0991,0.0,0.168,0.624,101.998,latin
0.705,,-5.338,0.132,0.288,0.0,0.0804,0.944,171.503,latin
0.805,,-7.418,,0.308,0.000661,0.12,0.974,102.127,latin
,,-6.544,,0.347,1.81e-06,0.123,0.675,,latin
0.806,,-3.017,0.121,0.263,0.0,0.0622,,97.99,latin
0.749,0.927,,0.0412,0.132,,0.304,0.507,108.958,latin
0.756,0.842,-3.278,0.188,0.164,0.0,0.11,0.778,120.067,latin
,0.837,-3.108,0.0458,0.142,0.0,0.137,,106.019,latin
0.747,0.792,-6.197,0.038,0.15,1.24e-05,0.0765,,121.962,latin
0.842,0.793,-4.268,0.119,0.31,,0.154,0.857,,latin
,0.877,,0.0455,0.261,,0.124,0.932,120.005,latin
0.887,0.87,-5.267,,0.0145,0.0,0.015,0.838,126.047,latin
0.754,0.899,-4.509,0.0413,0.0933,0.0,0.12,0.765,99.978,latin
0.818,0.785,,0.0753,,,0.0984,0.571,129.957,latin
0.693,0.838,-4.63,0.144,0.121,,,0.731,,latin
0.741,0.817,,0.173,0.421,0.0,0.082,0.846,196.028,latin
0.736,0.892,-4.57,0.118,0.426,,0.0489,0.827,,latin
0.717,0.962,,0.0556,0.21,0.0,0.308,0.963,118.017,latin
,0.739,-5.257,0.0559,0.577,,0.0834,0.817,108.002,latin
0.857,0.917,,0.0331,0.0447,0.0,0.227,0.914,124.986,latin
0.78,0.776,,0.0565,0.0711,,0.11,0.809,122.6,latin
,0.798,-4.926,0.05,0.222,0.0,0.0675,0.961,,latin
0.749,0.952,,,0.107,1.11e-05,0.0394,0.919,,latin
0.809,0.901,-4.343,0.0659,0.101,0.0,0.282,,,latin
0.645,0.821,-3.679,0.213,0.0492,0.0,0.193,0.844,,latin
0.735,0.689,-5.331,0.0456,,2.43e-06,0.0869,0.78,125.04,latin
0.744,,-6.036,,0.301,0.0,0.237,,120.03,latin
,0.748,-5.709,0.0783,0.116,0.0,0.118,,,latin
0.77,0.804,,0.0296,0.178,0.00165,0.154,0.858,115.956,latin
0.777,0.911,-5.014,0.108,0.148,2.21e-06,0.327,0.83,,latin
0.702,,,0.0757,0.0853,0.0,0.318,0.76,101.982,latin
0.746,,,0.0434,0.188,,,0.829,98.038,latin
0.746,0.794,,0.0698,0.0258,0.0,0.0497,0.447,104.827,latin
0.791,,-5.221,0.0714,0.0474,0.0,0.0575,0.841,,latin
,,,0.0468,0.244,0.0,0.372,,94.01,latin
0.744,0.815,-6.568,0.147,0.377,,0.283,,128.114,latin
0.747,0.772,-4.975,0.31,0.0492,0.0,0.0631,0.704,189.799,latin
0.706,0.845,-4.473,,0.53,0.0,0.249,,81.499,latin
0.817,0.869,,0.18,0.163,,0.0497,0.561,96.029,latin
0.714,0.937,-3.099,0.0624,0.146,0.0,0.0531,0.81,101.992,latin
0.644,0.755,-6.241,0.263,0.0918,0.0,0.354,0.809,191.948,latin
0.705,0.853,-4.555,,0.0915,0.0,0.0846,0.676,120.006,latin
0.771,,-5.823,0.0675,,0.0,0.0472,0.946,115.98,latin
0.726,0.875,-5.427,,0.104,0.0,0.123,0.794,91.994,latin
0.75,0.948,-4.143,0.0459,0.315,,0.0816,0.945,119.948,latin
0.715,0.785,,0.187,0.108,,,0.527,,latin
0.82,0.566,,,0.185,,0.0677,0.67,,latin
0.669,,-3.361,0.174,0.0819,0.0,0.0654,,130.037,latin
0.79,0.844,-4.322,0.0356,0.106,0.0,0.152,0.776,106.01,latin
0.69,,-5.219,0.0418,0.0355,0.0,0.0871,,100.016,latin
0.733,,-3.641,0.0417,0.0376,0.0,0.137,,95.989,latin
0.518,0.532,-7.402,,0.392,0.0,,,95.008,latin
0.692,0.855,,0.0725,0.24,0.0,0.0967,0.777,94.984,latin
0.876,,-4.834,0.105,0.507,,0.243,0.862,104.991,latin
0.742,,-4.946,0.0483,0.0826,,0.364,,95.049,latin
0.71,,-5.938,0.0637,0.212,2.74e-06,0.158,0.759,99.953,latin
0.697,0.648,-7.123,,0.425,0.0,0.191,0.313,186.125,latin
0.8,0.681,-4.076,0.0912,0.14,0.0,0.0831,0.637,92.027,latin
0.663,0.751,-5.694,0.0297,0.239,0.0,0.106,0.961,,latin
,0.747,-6.26,0.0661,0.23,6.69e-05,0.0653,0.652,93.011,latin
0.563,,-2.082,0.12,0.0293,0.0,0.0749,0.646,93.832,latin
0.818,0.766,-4.638,0.068,0.0685,2.52e-05,0.323,0.891,,latin
0.688,,-4.447,0.0609,0.186,,0.121,0.695,92.042,latin
0.712,,-4.699,0.0595,0.051,0.0,0.162,,97.98,latin
0.771,,-3.388,0.0507,0.13,0.0,0.0601,0.817,91.012,latin
,0.734,-5.137,0.0735,0.362,2.31e-06,,0.748,168.131,latin
0.645,0.872,-4.894,0.0871,0.29,0.0,0.141,0.594,105.399,latin
0.688,,-4.746,0.0555,0.163,0.0,0.15,0.605,88.015,latin
,,-6.546,0.0607,0.493,,0.152,0.928,,latin
0.755,,,0.0766,0.347,0.0,0.113,0.747,90.044,latin
0.715,,-3.958,0.0459,0.0211,0.0,0.35,0.492,99.995,latin
0.765,,-6.566,0.0797,0.214,0.0,0.108,0.735,98.051,latin
0.698,,,0.0486,0.0739,0.0,0.0576,0.856,103.005,latin
0.634,0.851,,,0.00713,0.0,0.0259,0.926,190.217,latin
0.767,0.929,-4.392,0.0621,0.137,0.0,0.259,0.962,126.046,latin
0.634,0.823,,0.0557,0.269,,0.345,,119.972,latin
0.724,0.84,-3.581,0.0392,0.053,0.0,0.727,,92.01,latin
,0.863,-3.386,0.06,0.115,1.15e-06,,0.585,,latin
0.817,0.676,-4.607,0.0379,0.0924,0.0,0.0988,0.796,115.999,latin
,0.826,-6.457,0.0555,0.0121,0.0,0.249,0.866,120.014,latin
0.594,0.939,-3.384,0.137,0.0543,0.0,0.222,0.569,125.028,latin
0.791,0.805,,0.0464,0.16,0.0583,0.0563,0.882,,latin
0.724,,,0.037,0.102,0.00152,0.129,0.93,123.934,latin
0.77,,-6.942,0.0399,0.151,,0.0838,0.94,99.16,latin
0.624,,,0.0359,0.483,0.0,0.114,0.655,98.078,latin
0.577,0.295,-15.424,0.0454,0.571,7.86e-05,,0.586,155.467,latin
0.547,0.356,-14.127,0.0244,0.413,1.56e-06,,0.467,82.19,latin
0.689,0.885,-5.043,0.069,0.00268,,0.37,0.762,,latin
0.576,0.34,,0.0255,0.519,0.0,0.0861,0.431,82.226,latin
0.674,0.515,-9.117,0.0284,0.303,,0.107,,,latin
0.564,0.642,,0.0468,0.417,0.0,0.0622,0.843,88.052,latin
0.64,0.425,,0.0426,0.643,0.0,0.168,0.477,131.865,latin
0.605,0.445,-12.482,0.0426,0.59,0.0,,0.256,143.908,latin
0.55,0.534,-10.326,0.0397,0.523,1.42e-06,0.0585,0.194,143.73,latin
0.821,0.858,-6.04,0.0453,0.515,0.0,0.245,0.967,97.297,latin
0.614,,-10.141,0.0375,0.413,0.0,0.409,0.595,119.935,latin
,0.749,-6.504,0.297,0.0277,0.0,,0.7,144.933,latin
0.777,0.745,,0.0396,0.236,0.0412,0.232,,,latin
0.708,0.817,-6.689,,0.156,0.0,0.111,,128.871,latin
,0.556,-7.201,0.0411,0.398,0.0,0.0956,0.398,111.824,latin
0.653,0.661,-8.399,0.0336,0.346,0.0,0.0569,,98.354,latin
0.735,,-6.476,0.0347,0.0145,0.0,0.0716,0.539,130.018,latin
0.778,0.793,-4.013,0.0482,0.0936,0.0,0.0508,0.888,110.127,latin
0.756,,-6.7,0.0687,0.102,2.48e-05,0.0185,0.699,126.423,latin
0.694,0.467,,,0.639,1.61e-05,0.0847,0.63,,latin
0.74,,-5.644,0.0468,0.304,0.0,0.0955,0.962,93.743,latin
0.703,0.889,,0.0974,0.313,,0.534,,83.287,latin
0.451,0.832,,0.0429,,0.0,0.0722,0.435,156.104,latin
0.617,0.463,,0.0326,0.514,1.01e-06,0.103,,,latin
0.715,0.823,-4.441,0.0347,0.272,6.72e-06,0.677,0.946,,latin
0.677,0.872,-2.387,0.0501,0.00603,0.0,0.061,0.75,105.01,latin
0.38,0.309,-12.6,0.0329,0.649,0.0,0.0733,0.299,83.718,latin
0.403,0.457,,,0.237,0.0,0.185,,79.187,latin
0.758,,,0.145,0.643,0.0,0.104,,,latin
0.361,0.204,-14.904,0.0414,0.679,0.0,0.159,0.157,135.427,latin
0.84,0.899,-8.179,0.0593,0.363,0.0,0.0167,0.971,130.942,latin
0.715,0.84,-6.617,0.0527,0.151,0.00239,0.096,0.924,119.588,latin
0.758,0.827,,0.0462,0.478,0.0,0.192,0.964,,latin
0.502,0.455,-7.898,0.0337,0.385,1.42e-06,0.493,0.542,92.533,latin
0.578,0.497,-8.082,0.0407,0.55,0.0,0.204,0.515,,latin
0.775,0.504,-9.479,0.0278,0.163,,0.0892,,99.9,latin
0.564,0.601,,0.0514,0.569,0.0,0.0676,0.789,,latin
0.909,0.679,-10.875,0.0537,0.237,0.0402,0.12,0.871,117.517,latin
0.626,0.553,,0.026,0.279,0.0,,0.477,109.403,latin
0.711,,,0.0493,0.104,0.0,0.0626,0.826,105.129,latin
0.643,0.576,-6.896,0.0303,0.0267,0.0,0.273,0.699,,latin
,0.888,-5.323,0.0584,0.0313,,0.0944,0.927,111.06,latin
0.747,,-4.8,0.0324,0.0543,0.0,0.0852,0.96,100.031,latin
0.688,0.896,-5.186,0.0388,0.081,5.52e-06,0.327,0.916,,latin
0.778,0.638,-7.942,0.0497,0.343,,0.217,0.79,103.024,latin
0.666,0.768,-6.285,0.061,0.553,0.0,0.165,,104.078,latin
0.531,0.829,-5.034,0.0742,0.238,0.0,0.0808,0.901,199.905,latin
0.749,0.908,-3.854,0.0673,0.103,0.00033,0.15,,,latin
0.88,,-5.751,0.162,0.0446,0.0,0.691,,113.959,latin
0.79,0.908,-4.836,0.0456,0.0895,6.36e-06,0.223,0.961,110.004,latin
0.704,0.903,-5.329,0.0758,0.197,0.0,0.142,0.879,160.027,latin
0.758,,-4.507,0.0383,0.0528,0.0,0.183,,98.022,latin
0.682,,-5.251,0.0432,0.0823,,0.0851,0.784,77.978,latin
0.771,,-3.151,,0.401,0.0,0.165,,95.007,latin
0.676,,-4.897,0.125,0.285,0.0,0.176,0.727,120.014,latin
0.834,0.865,-6.424,0.0459,0.37,,0.209,0.914,118.047,latin
0.721,,-4.321,0.0861,0.207,,0.0668,0.87,80.052,latin
0.803,,-5.871,0.0668,0.0352,0.0,0.0979,0.829,,latin
0.745,,,0.0424,0.00538,1.04e-06,0.0335,0.917,98.065,latin
0.784,0.84,-4.854,0.14,0.0677,0.0,0.146,,,latin
0.766,,-6.552,0.0577,0.489,0.0,0.184,0.901,,latin
0.747,,-6.73,0.0422,0.0261,,0.212,,,latin
0.697,0.808,-5.265,0.0337,0.365,0.0,0.3,0.759,,latin
0.662,,-4.902,0.0563,0.155,0.0,0.0728,0.963,108.034,latin
0.718,0.759,,0.0347,0.293,0.0,0.157,0.773,95.906,latin
,0.867,-3.901,,0.36,0.0,0.102,,107.95,latin
0.775,,-3.372,0.0425,0.0877,1.99e-06,0.118,0.877,119.975,latin
0.822,,-1.889,0.0769,0.0494,0.0,0.138,0.909,,latin
0.815,,-6.224,0.101,0.126,3.37e-05,0.046,0.884,100.011,latin
0.784,0.904,-4.899,0.125,0.175,7.48e-06,0.327,0.818,102.001,latin
,,-4.929,0.057,0.0751,0.000716,0.0425,0.828,,latin
0.695,0.764,-6.084,0.0264,0.187,,0.172,0.836,129.945,latin
0.765,0.892,-5.093,0.0362,0.013,0.0,0.127,0.825,,latin
0.657,0.734,-6.817,0.075,0.649,0.299,0.215,,176.033,latin
0.736,0.922,-4.333,0.042,0.42,0.0,0.244,,114.018,latin
0.722,0.878,-5.484,0.0451,0.205,4.54e-06,0.101,0.454,,latin
0.763,0.876,-4.452,0.0498,0.0177,7.6e-05,0.0279,,119.933,latin
0.759,0.751,,0.0612,0.093,0.0,0.132,,109.984,latin
0.738,0.508,-13.638,0.0983,0.0604,0.0,0.0216,,178.058,latin
0.819,,-12.228,0.147,0.0201,2.47e-05,0.0671,,174.049,latin
0.61,0.905,-7.323,0.0758,0.0814,,,0.922,182.07,latin
0.613,0.9,-5.515,0.0422,0.575,0.0,0.158,0.868,,latin
,,-4.143,0.118,0.539,0.0,,,110.077,latin
0.748,0.718,-8.131,0.0612,0.266,0.0,0.241,,,latin
0.708,,-10.279,0.129,0.458,0.0,0.0787,0.641,111.876,latin
0.744,0.952,-2.406,0.0487,0.28,0.0,,0.964,117.999,latin
0.699,0.939,-4.229,0.139,0.265,0.0,,,108.09,latin
0.724,0.777,-7.866,0.0425,0.0567,0.0,0.083,0.935,109.994,latin
0.659,0.689,-9.87,0.0322,0.412,,0.384,0.835,110.021,latin
0.814,0.865,-3.55,,0.279,0.0,0.0284,0.94,114.998,latin
0.8,0.88,,0.0427,0.0753,0.0,0.144,0.952,115.036,latin
0.555,0.739,-4.881,0.0631,0.303,0.0,0.0871,,152.119,latin
0.804,,-3.661,0.0295,0.377,6.74e-06,0.0989,0.937,124.985,latin
0.77,0.864,-4.16,0.139,0.236,0.0,0.107,0.737,94.001,latin
0.848,0.874,-7.179,0.0902,0.228,0.0,,,102.001,latin
0.804,,-5.631,0.156,0.16,0.0,0.0903,,104.992,latin
,,,,0.0701,6.22e-06,0.278,0.899,96.986,latin
0.77,0.585,-8.06,0.0285,0.3,,0.116,,116.994,latin
0.762,0.745,-7.426,,0.202,3.05e-05,0.042,0.804,143.965,latin
0.641,0.6,-8.031,0.0359,0.0678,8.8e-05,0.103,0.362,87.0,latin
,0.678,-7.733,,0.474,0.0,0.353,,95.027,latin
0.706,0.866,-4.871,0.0481,0.12,0.0,0.123,0.853,104.894,latin
0.424,0.74,-3.243,0.0347,0.171,0.0,0.273,0.585,169.914,latin
0.791,0.788,-6.48,0.079,0.0502,,,,,latin
0.729,0.863,-5.272,0.0407,0.164,0.0,0.316,0.895,105.964,latin
0.767,0.961,-4.437,0.0499,0.0718,,0.0628,0.967,110.026,latin
0.75,0.946,-3.602,0.172,0.139,0.0,0.0736,0.911,,latin
0.675,,,0.0371,0.173,9.87e-06,0.357,0.949,121.982,latin
0.736,0.667,-7.244,0.0473,0.00119,0.0,0.133,0.806,143.594,latin
0.804,0.759,-5.947,0.0834,0.116,0.0,0.0797,0.561,97.061,latin
0.62,0.832,-4.848,,0.332,,0.104,0.481,144.926,latin
0.667,0.843,,0.0934,0.428,,0.0371,0.94,171.852,latin
0.824,0.738,-5.431,0.0867,0.0215,0.0,,,119.973,latin
0.804,0.67,-8.142,0.0897,0.131,0.0,0.148,0.644,97.969,latin
0.673,,-4.43,0.148,0.0114,0.0,0.054,0.747,,latin
0.859,0.907,-5.043,0.0325,0.0473,0.0,0.225,,124.997,latin
0.775,0.904,-4.08,0.0437,0.0271,0.000303,0.06,,,latin
0.726,0.984,,,0.0515,0.0113,,0.912,131.934,latin
,0.919,-6.339,0.0637,0.00427,,0.228,0.612,91.939,latin
0.818,,-8.24,0.0284,0.0598,4.4e-06,0.146,0.907,,latin
0.65,0.742,-5.973,0.168,0.0433,0.000149,0.0952,0.828,201.114,latin
,0.856,-6.301,0.0506,0.0532,9.96e-06,0.19,0.61,,latin
,,-8.534,0.0588,0.437,0.0,0.0894,,,latin
0.716,0.871,,0.0606,0.0287,6.32e-06,0.117,,123.851,latin
0.597,0.914,,0.123,0.277,,0.0689,0.893,198.029,latin
,0.494,-9.281,0.0313,0.496,5.96e-06,0.698,,98.556,latin
0.554,0.792,-8.166,0.0309,0.406,,0.315,0.537,,latin
0.729,0.591,-7.544,0.0385,0.24,,0.111,0.42,97.002,latin
0.553,0.0747,-13.781,,0.943,0.0,0.0822,0.254,141.341,latin
0.315,,-13.262,0.0317,0.771,0.0,0.702,0.436,172.638,latin
0.245,0.471,,0.0313,0.652,0.00717,0.126,0.287,165.996,latin
0.582,,-11.43,0.0259,0.827,,0.091,0.294,,latin
0.418,,-8.633,0.109,0.571,0.0,,0.737,82.06,latin
,,,0.0466,0.151,0.0,0.204,0.768,129.874,latin
,,,0.0288,0.749,0.0,0.211,0.353,,latin
0.553,,-5.914,0.0321,0.857,0.0226,0.114,0.286,135.765,latin
0.649,0.264,,0.28,0.727,0.0,0.292,,121.815,latin
,,-11.462,0.0306,0.884,2.63e-05,0.11,0.347,,latin
0.637,,-8.934,0.0665,0.508,,0.38,0.683,91.111,latin
0.428,0.694,-8.455,0.0978,0.697,0.0,0.764,0.574,,latin
0.551,0.574,-6.265,0.0263,0.0203,0.0,0.186,0.308,,latin
0.651,0.371,,0.0353,0.498,0.0,0.615,,138.832,latin
0.328,,-5.914,0.0329,0.767,,0.759,0.248,,latin
0.6,0.467,-9.056,0.0274,0.445,0.0,0.321,0.583,117.121,latin
0.643,0.344,-11.342,0.0349,0.909,0.0112,0.106,0.547,144.171,latin
0.232,0.396,-8.247,0.0302,0.33,0.0,0.673,0.194,147.207,latin
0.695,0.419,,0.0329,0.849,1.16e-06,0.0985,0.419,105.52,latin
0.496,0.545,-7.835,0.0444,0.534,,0.693,0.356,,latin
0.438,0.361,,0.038,0.34,,0.101,,179.089,latin
0.649,0.258,-13.442,0.0363,0.74,0.0,0.0799,0.372,90.937,latin
0.787,,-7.556,0.0388,0.365,0.0,0.0845,0.738,147.521,latin
0.367,0.342,-8.88,0.0312,0.69,0.0,0.666,0.374,134.622,latin
0.63,,-6.197,0.0388,0.466,0.0,0.142,0.92,,latin
0.467,0.609,-7.791,0.0374,0.347,,0.979,0.406,141.207,latin
0.704,0.468,-6.218,0.0359,0.514,0.0,0.103,,100.084,latin
0.513,0.554,-6.859,0.039,0.0815,0.0,0.424,0.381,138.957,latin
0.555,0.773,-7.049,0.0297,0.000321,0.000132,0.0858,0.863,,latin
0.46,0.541,-9.094,0.0507,0.334,0.0,0.321,0.452,,latin
0.471,0.639,-7.989,0.0885,0.593,0.0,0.717,0.472,,latin
0.466,,-11.126,0.0419,0.685,2.29e-06,0.106,0.214,129.171,latin
0.475,0.432,-7.844,0.0302,0.183,0.0,0.161,0.648,94.605,latin
0.57,0.419,-7.623,0.0253,0.067,0.0,0.101,0.367,156.182,latin
0.613,,-5.023,0.0853,0.075,0.0,0.984,0.543,137.519,latin
0.476,,-8.778,0.0354,0.68,0.0,0.0889,0.523,139.291,latin
0.719,0.609,-5.648,0.0382,0.0674,0.0,0.117,0.836,85.456,latin
0.672,0.669,-5.287,0.0987,0.185,0.00676,0.0986,0.591,96.64,latin
,0.383,-8.164,0.146,0.685,0.0,0.11,0.485,168.711,latin
0.442,0.471,,0.0261,0.259,0.0,0.115,0.313,143.836,latin
0.533,0.675,-5.543,0.0291,0.153,7.01e-05,0.779,0.177,119.153,latin
0.525,0.497,-7.913,,0.108,0.0,0.095,0.394,101.868,latin
0.606,,-7.316,0.0292,0.184,,,0.563,83.062,latin
0.464,0.867,-5.219,0.0326,0.00319,0.00207,0.27,0.39,,latin
0.447,0.388,,0.0301,0.928,,0.109,0.21,95.46,latin
0.681,,-5.352,0.0668,0.265,0.0,0.714,0.411,111.058,latin
0.228,0.329,-10.295,0.0595,0.651,0.0,0.968,,79.349,latin
0.392,0.628,,0.0345,0.289,0.0,0.174,,160.018,latin
0.293,0.731,-7.697,0.042,0.123,0.22,0.982,0.17,,latin
0.571,0.356,-13.506,0.0657,0.945,3e-05,0.112,0.636,102.19,latin
0.312,,-6.815,0.0452,0.663,0.0,0.138,0.46,84.72,latin
,0.672,-6.96,0.149,0.835,0.0,0.0632,0.586,97.574,latin
0.256,0.643,-8.525,,0.339,0.00343,0.707,0.253,130.48,latin
0.403,,-4.523,0.0296,0.0573,0.0,0.124,0.208,,latin
0.377,0.408,-13.634,0.0485,0.763,0.0049,0.377,,115.919,latin
0.642,0.701,-4.141,0.0264,0.0798,0.0,0.297,0.683,80.011,latin
0.597,0.945,-6.264,0.0917,0.1,7.07e-06,0.629,0.531,,latin
0.395,0.404,-11.561,0.0586,0.576,1.18e-06,0.171,0.186,154.105,latin
0.554,0.179,-18.254,0.0362,0.937,,0.107,,141.946,latin
0.47,0.461,-6.905,0.0293,,,0.131,0.606,81.652,latin
0.644,,-8.666,0.0362,0.000968,0.0355,0.497,0.778,113.913,latin
0.54,,-7.013,0.0311,0.529,0.000106,0.197,,104.718,latin
0.342,0.489,-9.147,0.0337,0.58,5.21e-06,0.23,0.348,171.654,latin
0.657,0.401,-8.749,0.0294,0.329,0.0,0.123,,129.995,latin
0.614,0.379,,0.0476,0.607,0.000464,0.0986,,107.989,latin
0.871,0.346,-9.481,0.0522,0.298,,0.108,0.659,,latin
0.781,0.445,-6.061,0.0295,,,0.184,,78.998,latin
,,-8.017,,0.602,1.75e-05,0.0931,0.632,114.55,latin
0.58,0.642,-6.989,0.0463,0.82,0.0,0.724,,151.909,latin
0.5,0.502,,0.0424,0.18,0.0887,0.729,0.362,93.361,latin
